id_compromiso,nivel_fuente,naturaleza,tema,fase,accion_o_requisito_normalizado,indicador_parametro,umbral_valor,unidad,frecuencia_plazo,momento_cumplimiento,responsable_o_actor,autoridad_control,documento_fuente,pagina_pdf,folio,seccion_numeral,cita_fuente,estado_en_expediente,metodo_extraccion,relacion_con_otro,criterio_inclusion,caveat
COM082,documentación del proyecto,medida/compromiso del proponente,,,"En los obradores se contará con servicios higiénicos que derivarán sus efluentes a un depósito impermeable, el cual será vaciado regularmente por un camión barométrico debidamente habilitado.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,38,,,"En los obradores se contará con servicios higiénicos que derivarán sus efluentes a un depósito impermeable, el cual será vaciado regularmente por un camión barométrico debidamente habilitado.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM083,documentación del proyecto,medida/compromiso del proponente,,construcción,Esta infraestructura es la que se utilizará durante la fase de construcción para la gestión de pluviales del emprendimiento propuesto.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,39,,,Esta infraestructura es la que se utilizará durante la fase de construcción para la gestión de pluviales del emprendimiento propuesto.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM084,documentación del proyecto,medida/compromiso del proponente,,,"Dentro de las áreas destinadas a obrador se contará con depósitos adecuados, atendiendo las siguientes características de diseño; piso y cerramiento superior impermeable, ventilación adecuada, cercamiento perimetral y contención de derrames.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,42,,,"Dentro de las áreas destinadas a obrador se contará con depósitos adecuados, atendiendo las siguientes características de diseño; piso y cerramiento superior impermeable, ventilación adecuada, cercamiento perimetral y contención de derrames.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM085,documentación del proyecto,medida/compromiso del proponente,,,"El emprendimiento propuesto también contará con instalaciones de apoyo, donde se desarrollarán actividades propias de oficinas de trabajo, salas de reuniones, área de alimentación, aseo, entre otras actividades necesarias para su correcto funcionamiento.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,45,,,"El emprendimiento propuesto también contará con instalaciones de apoyo, donde se desarrollarán actividades propias de oficinas de trabajo, salas de reuniones, área de alimentación, aseo, entre otras actividades necesarias para su correcto funcionamiento.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM086,documentación del proyecto,medida/compromiso del proponente,agua; energia,construcción y operación,"La fuente de abastecimiento durante la operación normal será la subestación eléctrica construida en el predio y, en caso de que los circuitos de transmisión que provienen desde la subestación de UTE fallen o requieran tareas de mantenimiento, se contará con generadores de emergencia.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,45,,,"La fuente de abastecimiento durante la operación normal será la subestación eléctrica construida en el predio y, en caso de que los circuitos de transmisión que provienen desde la subestación de UTE fallen o requieran tareas de mantenimiento, se contará con generadores de emergencia.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM087,documentación del proyecto,medida/compromiso del proponente,energia; mitigacion_monitoreo,,"Se contará con un sistema de control automático que permitirá enviar la energía desde la subestación eléctrica o desde los generadores de emergencia, en caso de necesidad.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,45,,,"Se contará con un sistema de control automático que permitirá enviar la energía desde la subestación eléctrica o desde los generadores de emergencia, en caso de necesidad.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM088,documentación del proyecto,medida/compromiso del proponente,agua,,"41  Limpieza general de todas las instalaciones contenidas en los centros de datos.  Inspección de las instalaciones eléctricas del edificio de centro de datos, chequeo de tableros, limpieza general de los componentes y sustitución de los elementos en mal estado o con daño.  Revisión general del sistema de baterías.  Revisión de los sistemas de climatización, en la cual se lavarán o cambiarán los filtros de aire.  Inspección de las estructuras metálicas ubicadas en el centro de datos, tales como escaleras, pasarelas, ascensores, etc.  Revisión de cubiertas, canales y bajadas de agua, en el caso de existir filtraciones, se realizará el cambio de los equipos o instalaciones dañadas.  Inspección de los transformadores, lo cual incluirá revisión de parámetros de diseño, ventilación, etc.  Mantenimiento regular de las áreas exteriores de equipamiento mecánico.  Mantenimiento regular de las áreas exteriores de equipamiento eléctrico.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,46,,,"41  Limpieza general de todas las instalaciones contenidas en los centros de datos.  Inspección de las instalaciones eléctricas del edificio de centro de datos, chequeo de tableros, limpieza general de los componentes y sustitución de los elementos en mal estado o con daño.  Revisión general del sistema de baterías.  Revisión de los sistemas de climatización, en la cual se lavarán o cambiarán los filtros de aire.  Inspección de las estructuras metálicas ubicadas en el centro de datos, tales como escaleras, pasarelas, ascensores, etc.  Revisión de cubiertas, canales y bajadas de agua, en el caso de existir filtraciones, se realizará el cambio de los equipos o instalaciones dañadas.  Inspección de los transformadores, lo cual incluirá revisión de parámetros de diseño, ventilación, etc.  Mantenimiento regular de las áreas exteriores de equipamiento mecánico.  Mantenimiento regular de las áreas exteriores de equipamiento eléctrico.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM089,documentación del proyecto,medida/compromiso del proponente,,,"Se define que el mantenimiento de los generadores se realizará con una frecuencia mensual y consiste en ponerlos en funcionamiento durante 30 minutos, aproximadamente.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,46,,,"Se define que el mantenimiento de los generadores se realizará con una frecuencia mensual y consiste en ponerlos en funcionamiento durante 30 minutos, aproximadamente.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM090,documentación del proyecto,previsión/descripcion del proyecto,,,"Se prevé que los generadores no se operen en simultáneo, sino que se operen de a uno por vez, y dentro del horario diurno.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,46,,,"Se prevé que los generadores no se operen en simultáneo, sino que se operen de a uno por vez, y dentro del horario diurno.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM091,documentación del proyecto,medida/compromiso del proponente,agua; generadores_combustible,,"El proceso de abastecimiento y distribución de combustible se realizará en la zona de abastecimiento ubicada en el patio eléctrico y mecánico, de manera separada, la cual distribuirá a cada generador eléctrico por medio de tuberías, válvulas y bombas.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,46,,,"El proceso de abastecimiento y distribución de combustible se realizará en la zona de abastecimiento ubicada en el patio eléctrico y mecánico, de manera separada, la cual distribuirá a cada generador eléctrico por medio de tuberías, válvulas y bombas.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM092,documentación del proyecto,medida/compromiso del proponente,generadores_combustible; mitigacion_monitoreo,,"El sistema de recepción de combustible contará con un control autónomo, para mayor seguridad durante el proceso de distribución.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,46,,,"El sistema de recepción de combustible contará con un control autónomo, para mayor seguridad durante el proceso de distribución.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM093,documentación del proyecto,medida/compromiso del proponente,generadores_combustible,,"Adicionalmente se monitoreará la temperatura dentro de los tanques de combustible de cada generador, para evitar aumentos por encima de los valores permitidos, que podrían ocasionar accidentes o derrames.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,46,,,"Adicionalmente se monitoreará la temperatura dentro de los tanques de combustible de cada generador, para evitar aumentos por encima de los valores permitidos, que podrían ocasionar accidentes o derrames.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM094,documentación del proyecto,medida/compromiso del proponente,agua,,"Insumos químicos Para el tratamiento químico del agua del sistema de enfriamiento (circuito cerrado) se utilizarán biocidas, inhibidores de corrosión e inhibidores de incrustaciones.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,47,,,"Insumos químicos Para el tratamiento químico del agua del sistema de enfriamiento (circuito cerrado) se utilizarán biocidas, inhibidores de corrosión e inhibidores de incrustaciones.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM095,documentación del proyecto,medida/compromiso del proponente,,operación,Residuos sólidos En la tabla a continuación se presenta una estimación de las categorías y cantidades de residuos que se generarán durante la fase de operación del emprendimiento:,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,49,,,Residuos sólidos En la tabla a continuación se presenta una estimación de las categorías y cantidades de residuos que se generarán durante la fase de operación del emprendimiento:,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM096,documentación del proyecto,previsión/descripcion del proyecto,generadores_combustible,,Es importante destacar que se prevé la utilización de combustible diésel con bajo contenido de azufre.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,51,,,Es importante destacar que se prevé la utilización de combustible diésel con bajo contenido de azufre.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM097,documentación del proyecto,medida/compromiso del proponente,,operación,Contingencias Introducción Se desarrollará un Plan de Prevención de Contingencias y Emergencias del emprendimiento propuesto donde se identificarán los posibles riesgos asociados a la operación del emprendimiento propuesto y se establecerán responsabilidades.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,54,,,Contingencias Introducción Se desarrollará un Plan de Prevención de Contingencias y Emergencias del emprendimiento propuesto donde se identificarán los posibles riesgos asociados a la operación del emprendimiento propuesto y se establecerán responsabilidades.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM098,documentación del proyecto,medida/compromiso del proponente,mitigacion_monitoreo,,"Foco ígneo El emprendimiento propuesto contará en todas sus instalaciones y edificaciones con una red húmeda y seca para el control de incendios, grifos y extintores tipo ABC con capacidad adecuada para la instalación.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,54,,,"Foco ígneo El emprendimiento propuesto contará en todas sus instalaciones y edificaciones con una red húmeda y seca para el control de incendios, grifos y extintores tipo ABC con capacidad adecuada para la instalación.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM099,documentación del proyecto,medida/compromiso del proponente,generadores_combustible,,Las áreas destinadas a la carga de combustible para patios mecánicos y eléctricos contarán con un sistema de contención de derrames.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,55,,,Las áreas destinadas a la carga de combustible para patios mecánicos y eléctricos contarán con un sistema de contención de derrames.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM100,documentación del proyecto,medida/compromiso del proponente,,,Cada sistema contará con un pretil y una cámara de contención de derrames con sensores de detección de fuga.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,55,,,Cada sistema contará con un pretil y una cámara de contención de derrames con sensores de detección de fuga.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM101,documentación del proyecto,medida/compromiso del proponente,generadores_combustible; peligrosos_baterias,,Para los sistemas de distribución de combustible se contempla un sistema de contención formado por cañerías de doble pared que conducirán el derrame potencial por gravedad hasta la cámara de contención de derrames de la zona de carga de combustible.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,55,,,Para los sistemas de distribución de combustible se contempla un sistema de contención formado por cañerías de doble pared que conducirán el derrame potencial por gravedad hasta la cámara de contención de derrames de la zona de carga de combustible.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM102,documentación del proyecto,medida/compromiso del proponente,,,Las áreas destinadas a la carga de insumos químicos contarán con la infraestructura de contención requerida ante eventuales derrames durante la operativa de carga.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,55,,,Las áreas destinadas a la carga de insumos químicos contarán con la infraestructura de contención requerida ante eventuales derrames durante la operativa de carga.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM103,documentación del proyecto,medida/compromiso del proponente,energia,,"Se contará con generadores de emergencia, ya mencionados en la Sección 3.2.5, que brindarán energía eléctrica a los centros de datos en caso de fallas en el suministro.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,55,,,"Se contará con generadores de emergencia, ya mencionados en la Sección 3.2.5, que brindarán energía eléctrica a los centros de datos en caso de fallas en el suministro.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM104,documentación del proyecto,medida/compromiso del proponente,,,"51 En términos del Estudio de Impacto Ambiental, únicamente se considera el evento de falla total de suministro eléctrico, en cuyo caso todos los generadores de emergencia operarán en simultáneo, sin perjuicio de que también puede haber eventos de fallas eléctricas menores o sectorizadas en los que operen menor cantidad de generadores de emergencia en simultáneo.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,56,,,"51 En términos del Estudio de Impacto Ambiental, únicamente se considera el evento de falla total de suministro eléctrico, en cuyo caso todos los generadores de emergencia operarán en simultáneo, sin perjuicio de que también puede haber eventos de fallas eléctricas menores o sectorizadas en los que operen menor cantidad de generadores de emergencia en simultáneo.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM105,documentación del proyecto,medida/compromiso del proponente,generadores_combustible,,"Los generadores funcionarán a base de combustible diésel y contarán con un depósito de almacenamiento adosado a la parte inferior de cada equipo, por lo cual éste forma parte íntegra del mismo.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,56,,,"Los generadores funcionarán a base de combustible diésel y contarán con un depósito de almacenamiento adosado a la parte inferior de cada equipo, por lo cual éste forma parte íntegra del mismo.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM106,documentación del proyecto,medida/compromiso del proponente,aire_emisiones,,Cabe destacar que los generadores a utilizar contarán con certificación de niveles de emisión “Tier 2” de la US EPA.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,58,,,Cabe destacar que los generadores a utilizar contarán con certificación de niveles de emisión “Tier 2” de la US EPA.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM107,documentación del proyecto,previsión/descripcion del proyecto,,operación,FASE DE CLAUSURA 6.1 DESCRIPCIÓN GENERAL La operación del proyecto propuesto no tiene una fecha de finalización definida; se prevé que los servicios serán ofrecidos en una base continua y los equipos e infraestructura del sitio serán mejorados y renovados cuando sea necesario.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,60,,,FASE DE CLAUSURA 6.1 DESCRIPCIÓN GENERAL La operación del proyecto propuesto no tiene una fecha de finalización definida; se prevé que los servicios serán ofrecidos en una base continua y los equipos e infraestructura del sitio serán mejorados y renovados cuando sea necesario.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM108,documentación del proyecto,medida/compromiso del proponente,,,"Los generadores se utilizarán durante periodos de interrupción en el servicio eléctrico, y durante periodos limitados relacionados con pruebas de funcionamiento y actividades de mantenimiento.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,68,,,"Los generadores se utilizarán durante periodos de interrupción en el servicio eléctrico, y durante periodos limitados relacionados con pruebas de funcionamiento y actividades de mantenimiento.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM109,documentación del proyecto,medida/compromiso del proponente,generadores_combustible,,No se propone ninguna otra fuente de quema de combustible diésel como parte del proyecto propuesto.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,69,,,No se propone ninguna otra fuente de quema de combustible diésel como parte del proyecto propuesto.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM110,documentación del proyecto,referencia regulatoria / criterio técnico,aire_emisiones,,"En el caso específico de Uruguay, y de acuerdo con el Artículo 34 del Decreto de Calidad de Aire, Toda nueva instalación o la ampliación de las existentes, que tengan emisiones al aire de una fuente fija alcanzada por los estándares de emisión del presente reglamento, deberán utilizar las mejores prácticas y la mejor tecnología disponible de acuerdo con la escala del emprendimiento, de forma de minimizar sus emisiones al aire.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,70,,,"En el caso específico de Uruguay, y de acuerdo con el Artículo 34 del Decreto de Calidad de Aire, Toda nueva instalación o la ampliación de las existentes, que tengan emisiones al aire de una fuente fija alcanzada por los estándares de emisión del presente reglamento, deberán utilizar las mejores prácticas y la mejor tecnología disponible de acuerdo con la escala del emprendimiento, de forma de minimizar sus emisiones al aire.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,La frase puede describir una norma/criterio y no constituir por sí sola un compromiso del proyecto.
COM111,documentación del proyecto,referencia regulatoria / criterio técnico,aire_emisiones,,"El procedimiento se denomina MTCD descendente (conocido en inglés como “top- down BACT”), lo que significa que la tasa más baja de emisión posible deberá ser la primera a considerar.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,70,,,"El procedimiento se denomina MTCD descendente (conocido en inglés como “top- down BACT”), lo que significa que la tasa más baja de emisión posible deberá ser la primera a considerar.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,La frase puede describir una norma/criterio y no constituir por sí sola un compromiso del proyecto.
COM112,documentación del proyecto,referencia regulatoria / criterio técnico,aire_emisiones; mitigacion_monitoreo,,"Para cada contaminante y para cada fuente o unidad de emisión objeto del análisis MTCD deberá integrarse una lista en la que se presente el conjunto de opciones viables en orden descendente (la alternativa más eficaz en primer lugar) y que incluya los siguientes datos:  Reducciones en las emisiones (porcentaje del contaminante eliminado)  Tasa de emisión prevista (toneladas por año, kilogramos por hora, etc.)  Impacto en términos energéticos  Aspectos ambientales (incluye la identificación y cuantificación de otros aspectos ambientales, como generación de residuos, emisiones sonoras, etc.)  Impacto económico (rentabilidad) Un solicitante que proponga la primera alternativa de control de la lista no necesitará presentar los costos y demás información detallada del resto de las opciones.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,72,,,"Para cada contaminante y para cada fuente o unidad de emisión objeto del análisis MTCD deberá integrarse una lista en la que se presente el conjunto de opciones viables en orden descendente (la alternativa más eficaz en primer lugar) y que incluya los siguientes datos:  Reducciones en las emisiones (porcentaje del contaminante eliminado)  Tasa de emisión prevista (toneladas por año, kilogramos por hora, etc.)  Impacto en términos energéticos  Aspectos ambientales (incluye la identificación y cuantificación de otros aspectos ambientales, como generación de residuos, emisiones sonoras, etc.)  Impacto económico (rentabilidad) Un solicitante que proponga la primera alternativa de control de la lista no necesitará presentar los costos y demás información detallada del resto de las opciones.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,La frase puede describir una norma/criterio y no constituir por sí sola un compromiso del proyecto.
COM113,documentación del proyecto,medida/compromiso del proponente,mitigacion_monitoreo,,"En caso de que se determine que la opción de control candidata es inadecuada, debido a su impacto energético, ambiental o económico, se deberá justificar el hallazgo y elegir la siguiente opción más estricta como nueva alternativa de control candidata a evaluar en forma similar.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,72,,,"En caso de que se determine que la opción de control candidata es inadecuada, debido a su impacto energético, ambiental o económico, se deberá justificar el hallazgo y elegir la siguiente opción más estricta como nueva alternativa de control candidata a evaluar en forma similar.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM114,documentación del proyecto,referencia regulatoria / criterio técnico,,,Paso 5 – Selección de la MTCD En este punto deberá haberse elegido ya una opción como la mejor alternativa disponible y viable para la disminución de emisiones.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,DP-Teros-24102023.pdf,73,,,Paso 5 – Selección de la MTCD En este punto deberá haberse elegido ya una opción como la mejor alternativa disponible y viable para la disminución de emisiones.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,La frase puede describir una norma/criterio y no constituir por sí sola un compromiso del proyecto.
COM115,documentación del proyecto,medida/compromiso del proponente,social_salud,construcción,"Estudio de impacto en el tránsito Proyecto Radar – Parque de las Ciencias A20.038 – Informe – Versión 0 Setiembre – 2023 Página 5 de 17 (+598) 9965 8192 | info@cgingenieros.com Todos los derechos reservados - ©2023 CG INGENIEROS 3. DESCRIPCIÓN DEL EMPRENDIMIENTO 3.1. Ubicación El proyecto se construirá dentro de Parque de las Ciencias (PDLC), ubicado sobre la Ruta Nacional N°101 a la altura de su kilómetro 23500, en el departamento de Canelones.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,EsIA-Teros-24102023.pdf,227,,,"Estudio de impacto en el tránsito Proyecto Radar – Parque de las Ciencias A20.038 – Informe – Versión 0 Setiembre – 2023 Página 5 de 17 (+598) 9965 8192 | info@cgingenieros.com Todos los derechos reservados - ©2023 CG INGENIEROS 3. DESCRIPCIÓN DEL EMPRENDIMIENTO 3.1. Ubicación El proyecto se construirá dentro de Parque de las Ciencias (PDLC), ubicado sobre la Ruta Nacional N°101 a la altura de su kilómetro 23500, en el departamento de Canelones.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM116,documentación del proyecto,previsión/descripcion del proyecto,,,"Ilustración 3-2 – Principales componentes del Emprendimiento Se prevé tener un edificio de centro de datos, denominado DC 01, que dispondrá de instalaciones de servicio para el personal (baños, kitchenette) y sectores para el acopio temporal de residuos.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,EsIA-Teros-24102023.pdf,228,,,"Ilustración 3-2 – Principales componentes del Emprendimiento Se prevé tener un edificio de centro de datos, denominado DC 01, que dispondrá de instalaciones de servicio para el personal (baños, kitchenette) y sectores para el acopio temporal de residuos.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM117,documentación del proyecto,medida/compromiso del proponente,efluentes,construcción,"Se tomarán entonces un conjunto de disposiciones que garanticen adecuadas condiciones de trabajo y no impliquen molestias innecesarias a la circulación en el entorno, tal como se detalla a continuación: x Existirán áreas dentro del predio para el almacenamiento de todos los insumos necesarios para la construcción. x Se dispondrá de sitios de almacenamiento separados para residuos asimilables a domésticos, peligrosos y no peligrosos, internos al predio. x Todas las tareas de carga y descarga se desarrollarán internamente. x Las áreas de estacionamiento darán cabida a todos los vehículos, sean estos contratados por la empresa como de propiedad de los trabajadores.",,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,EsIA-Teros-24102023.pdf,230,,,"Se tomarán entonces un conjunto de disposiciones que garanticen adecuadas condiciones de trabajo y no impliquen molestias innecesarias a la circulación en el entorno, tal como se detalla a continuación: x Existirán áreas dentro del predio para el almacenamiento de todos los insumos necesarios para la construcción. x Se dispondrá de sitios de almacenamiento separados para residuos asimilables a domésticos, peligrosos y no peligrosos, internos al predio. x Todas las tareas de carga y descarga se desarrollarán internamente. x Las áreas de estacionamiento darán cabida a todos los vehículos, sean estos contratados por la empresa como de propiedad de los trabajadores.","potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
COM118,documentación del proyecto,medida/compromiso del proponente,,,La agenda de entrada y salida deberá ser estricta y procurar minimizar la circulación simultánea en sentidos opuestos por Gonchi Rodríguez dado su ancho acotado y falta de banquinas.,,,,,,Eleanor Applications S.R.L. / documentación del proponente,DINACEA,EsIA-Teros-24102023.pdf,231,,,La agenda de entrada y salida deberá ser estricta y procurar minimizar la circulación simultánea en sentidos opuestos por Gonchi Rodríguez dado su ancho acotado y falta de banquinas.,"potencialmente incorporado por referencia por Res. 644/2024, num. 1.a; sujeto a prevalencia de la Resolución",native,,lenguaje explícito de obligación/medida/previsión + término ambiental en la misma unidad textual,
